PID	date_sold	store_number	quantity
11976	2018-02-04	409	2
6282	2018-02-04	282	1
22007	2018-02-04	370	2
12519	2018-02-04	417	19
22808	2018-02-04	321	3
13193	2018-02-04	68	2
7493	2018-02-04	295	4
13523	2018-02-04	16	1
269	2018-02-04	129	1
14238	2018-02-04	382	1
9574	2018-02-04	295	5
10944	2018-02-04	420	17
16460	2018-02-04	135	13
11568	2018-02-04	257	5
10190	2018-02-04	260	2
11134	2018-02-04	406	3
22646	2018-02-04	424	7
21853	2018-02-04	2	8
11736	2018-02-04	447	2
824	2018-02-04	284	6
5265	2018-02-04	358	3
4034	2018-02-04	70	1
17473	2018-02-04	176	2
20551	2018-02-04	138	5
24651	2018-02-04	317	6
22002	2018-02-04	306	1
15587	2018-02-04	11	2
19538	2018-02-04	109	1
21202	2018-02-04	333	2
6808	2018-02-04	265	1
18652	2018-02-03	344	1
8880	2018-02-03	141	1
22389	2018-02-03	379	1
6135	2018-02-03	257	4
14082	2018-02-03	247	4
2471	2018-02-03	22	2
22557	2018-02-03	69	7
14484	2018-02-03	441	7
21573	2018-02-03	226	3
8478	2018-02-03	325	6
19599	2018-02-03	124	5
13273	2018-02-03	205	5
24301	2018-02-03	142	1
17072	2018-02-03	122	1
21030	2018-02-03	263	11
4546	2018-02-03	386	4
9027	2018-02-03	236	4
1154	2018-02-03	86	1
5400	2018-02-03	309	3
9316	2018-02-03	263	5
19376	2018-02-03	435	8
371	2018-02-03	81	7
15706	2018-02-03	425	1
4853	2018-02-03	393	1
22108	2018-02-03	54	4
5613	2018-02-03	310	3
23443	2018-02-03	151	4
14616	2018-02-03	310	7
24227	2018-02-03	366	3
12054	2018-02-03	23	3
17843	2018-02-03	232	13
15172	2018-02-03	89	2
19013	2018-02-03	245	2
4248	2018-02-03	245	2
16183	2018-02-03	472	6
11209	2018-02-03	179	1
6342	2018-02-03	245	1
24782	2018-02-03	89	4
7297	2018-02-03	233	3
1249	2018-02-03	464	27
8538	2018-02-03	229	1
21349	2018-02-03	397	4
13480	2018-02-03	79	6
20767	2018-02-03	292	4
16879	2018-02-03	109	5
6904	2018-02-03	118	1
5762	2018-02-03	427	1
14090	2018-02-03	20	1
11845	2018-02-03	161	4
12093	2018-02-03	146	4
10945	2018-02-03	194	2
20021	2018-02-03	53	8
10171	2018-02-03	147	4
19353	2018-02-03	110	3
22715	2018-02-03	391	7
12065	2018-02-03	449	5
4861	2018-02-03	67	1
3937	2018-02-03	446	6
22979	2018-02-03	426	3
2959	2018-02-03	122	4
18114	2018-02-03	82	2
14433	2018-02-03	250	1
20890	2018-02-02	445	4
3629	2018-02-02	165	2
14802	2018-02-02	63	4
20996	2018-02-02	270	6
8867	2018-02-02	280	1
21563	2018-02-02	488	2
13027	2018-02-02	161	2
12943	2018-02-02	225	5
16291	2018-02-02	375	3
20325	2018-02-02	274	6
16543	2018-02-02	276	6
2948	2018-02-02	309	11
998	2018-02-02	92	7
4895	2018-02-02	272	7
24452	2018-02-02	237	5
5998	2018-02-02	126	1
7060	2018-02-02	164	1
8900	2018-02-02	344	17
24323	2018-02-02	336	1
11182	2018-02-02	470	1
14328	2018-02-02	438	7
18695	2018-02-02	324	6
7944	2018-02-02	417	8
339	2018-02-02	449	5
8895	2018-02-02	371	1
10437	2018-02-02	334	1
15021	2018-02-02	451	6
24809	2018-02-02	8	3
24098	2018-02-02	445	6
7275	2018-02-02	214	1
23383	2018-02-02	469	26
24508	2018-02-02	189	5
15715	2018-02-02	247	10
21334	2018-02-02	230	4
24542	2018-02-02	308	5
20092	2018-02-02	64	6
14218	2018-02-02	461	5
20439	2018-02-02	243	6
6017	2018-02-02	89	4
5798	2018-02-02	231	5
6073	2018-02-02	348	1
7454	2018-02-02	164	5
23434	2018-02-02	216	6
22462	2018-02-02	175	2
21733	2018-02-02	278	1
18443	2018-02-02	460	1
10625	2018-02-02	486	1
22637	2018-02-02	295	5
1055	2018-02-02	240	5
23859	2018-02-02	122	14
2420	2018-02-02	260	2
19005	2018-02-02	47	4
17532	2018-02-02	16	3
16599	2018-02-02	121	4
7738	2018-02-02	221	1
11204	2018-02-02	54	4
19519	2018-02-02	302	17
2380	2018-02-02	287	1
7144	2018-02-02	162	3
3339	2018-02-02	168	3
18273	2018-02-02	36	1
10209	2018-02-02	19	4
11163	2018-02-02	269	4
24222	2018-02-02	435	1
13095	2018-02-02	95	7
3717	2018-02-02	42	14
7934	2018-02-02	164	4
3463	2018-02-02	321	5
3081	2018-02-01	254	5
18047	2018-02-01	232	4
18089	2018-02-01	422	2
1616	2018-02-01	248	6
22451	2018-02-01	240	1
19706	2018-02-01	196	5
2095	2018-02-01	477	5
20225	2018-02-01	170	2
7105	2018-02-01	410	5
495	2018-02-01	7	1
7750	2018-02-01	27	1
16567	2018-02-01	120	1
3090	2018-02-01	58	1
22768	2018-02-01	285	3
22919	2018-02-01	372	23
24703	2018-02-01	322	6
12471	2018-02-01	331	7
15727	2018-02-01	134	5
8123	2018-02-01	4	13
23955	2018-02-01	205	6
13995	2018-02-01	11	1
9583	2018-02-01	293	6
8724	2018-02-01	116	3
9163	2018-02-01	384	1
10375	2018-02-01	67	6
22727	2018-02-01	2	6
21509	2018-02-01	199	3
21942	2018-02-01	389	2
21256	2018-02-01	372	2
22318	2018-02-01	55	9
21147	2018-02-01	293	3
12004	2018-02-01	478	3
14103	2018-02-01	350	6
22687	2018-02-01	336	6
22316	2018-02-01	364	4
18925	2018-02-01	93	4
2357	2018-02-01	282	4
24430	2018-02-01	49	1
15507	2018-02-01	339	2
10158	2018-02-01	233	3
3575	2018-02-01	213	1
8418	2018-02-01	102	2
593	2018-02-01	115	1
22802	2018-02-01	279	1
2707	2018-02-01	215	5
16913	2018-02-01	414	9
8388	2018-02-01	273	5
10498	2018-02-01	250	5
1087	2018-02-01	334	9
1158	2018-02-01	236	5
5932	2018-02-01	350	2
12293	2018-02-01	256	1
10826	2018-02-01	387	3
5651	2018-02-01	386	1
22774	2018-02-01	368	1
21452	2018-02-01	490	1
14564	2018-02-01	356	1
20274	2018-02-01	379	3
17509	2018-02-01	6	1
21853	2018-02-01	171	2
15596	2018-02-01	301	2
2772	2018-02-01	241	4
19652	2018-02-01	6	2
19667	2018-02-01	152	4
7851	2018-02-01	270	1
9629	2018-02-01	76	3
2259	2018-02-01	391	4
15003	2018-02-01	315	1
10173	2018-01-31	98	5
19265	2018-01-31	14	19
16029	2018-01-31	261	29
4519	2018-01-31	163	14
17811	2018-01-31	224	5
7891	2018-01-31	326	1
3362	2018-01-31	182	3
20064	2018-01-31	257	4
9943	2018-01-31	341	1
22509	2018-01-31	250	5
16510	2018-01-31	422	6
5763	2018-01-31	22	4
10444	2018-01-31	102	7
9336	2018-01-31	410	3
20707	2018-01-31	307	6
25185	2018-01-31	256	1
18702	2018-01-31	89	1
11719	2018-01-31	261	5
22023	2018-01-31	267	6
21409	2018-01-31	127	5
1325	2018-01-31	490	4
9192	2018-01-31	51	12
953	2018-01-31	226	4
21581	2018-01-31	257	1
17435	2018-01-31	66	3
8337	2018-01-31	472	1
3359	2018-01-31	145	5
3744	2018-01-31	481	2
21983	2018-01-31	421	7
5918	2018-01-31	424	6
17337	2018-01-31	180	3
23701	2018-01-31	484	1
17835	2018-01-31	416	17
19155	2018-01-31	243	1
18514	2018-01-31	21	3
23503	2018-01-31	294	4
3338	2018-01-31	86	18
4962	2018-01-31	413	4
14656	2018-01-31	276	4
4557	2018-01-31	475	1
23899	2018-01-30	68	6
2153	2018-01-30	245	1
378	2018-01-30	321	6
23012	2018-01-30	80	2
364	2018-01-30	496	3
19710	2018-01-30	463	33
17097	2018-01-30	120	4
20117	2018-01-30	219	3
20292	2018-01-30	133	11
20604	2018-01-30	341	3
5461	2018-01-30	3	1
15425	2018-01-30	161	5
18063	2018-01-30	455	3
21833	2018-01-30	190	2
13913	2018-01-30	183	3
22497	2018-01-30	389	5
12489	2018-01-30	377	7
13773	2018-01-30	233	5
2678	2018-01-30	17	1
24430	2018-01-30	212	1
9505	2018-01-30	475	1
260	2018-01-30	145	5
11752	2018-01-30	91	7
2107	2018-01-30	236	7
390	2018-01-30	95	4
19150	2018-01-30	188	4
25242	2018-01-30	160	3
15792	2018-01-30	473	1
10521	2018-01-30	43	5
16789	2018-01-30	303	5
13590	2018-01-30	307	6
20	2018-01-30	112	4
19213	2018-01-30	181	3
21044	2018-01-30	287	7
18891	2018-01-30	270	2
22179	2018-01-30	320	5
8769	2018-01-30	20	2
20905	2018-01-30	331	6
15797	2018-01-30	265	4
14179	2018-01-30	51	2
2176	2018-01-30	498	9
8183	2018-01-30	135	4
3691	2018-01-30	168	1
23766	2018-01-30	26	8
3508	2018-01-30	492	4
16790	2018-01-30	12	5
20235	2018-01-30	222	13
20061	2018-01-30	134	3
4804	2018-01-30	94	5
18288	2018-01-30	186	4
13123	2018-01-30	472	4
14439	2018-01-30	455	1
3824	2018-01-30	352	2
15271	2018-01-30	167	1
5904	2018-01-30	122	4
8684	2018-01-30	110	1
1598	2018-01-30	30	1
17276	2018-01-30	325	18
8097	2018-01-30	86	2
1733	2018-01-30	315	2
15332	2018-01-30	40	10
9898	2018-01-30	356	8
2348	2018-01-30	414	6
7608	2018-01-29	238	3
13983	2018-01-29	204	6
21437	2018-01-29	241	7
2280	2018-01-29	471	6
13984	2018-01-29	186	3
4512	2018-01-29	21	5
17077	2018-01-29	335	1
15332	2018-01-29	232	37
3429	2018-01-29	40	2
13996	2018-01-29	270	1
19736	2018-01-29	404	1
16976	2018-01-29	18	3
20637	2018-01-29	231	1
1458	2018-01-29	47	9
19768	2018-01-29	196	12
2827	2018-01-29	454	3
11924	2018-01-29	32	9
22959	2018-01-29	276	6
8876	2018-01-29	402	1
18685	2018-01-29	105	6
13617	2018-01-29	393	6
22486	2018-01-29	467	1
18104	2018-01-29	104	4
1389	2018-01-29	43	6
19130	2018-01-29	203	1
17011	2018-01-29	334	5
12269	2018-01-29	314	2
20997	2018-01-29	156	2
8246	2018-01-29	17	5
1653	2018-01-29	249	7
19887	2018-01-29	478	2
21204	2018-01-29	330	1
24412	2018-01-29	460	4
25114	2018-01-29	401	3
5197	2018-01-29	214	3
8558	2018-01-29	500	5
17139	2018-01-29	170	1
1654	2018-01-28	111	6
16958	2018-01-28	174	3
11044	2018-01-28	337	1
906	2018-01-28	339	3
20594	2018-01-28	36	8
18205	2018-01-28	126	6
16810	2018-01-28	329	1
2530	2018-01-28	48	1
7871	2018-01-28	11	3
10293	2018-01-28	352	5
5887	2018-01-28	439	1
8000	2018-01-28	377	5
3120	2018-01-28	32	8
1005	2018-01-28	316	5
984	2018-01-28	143	1
20906	2018-01-28	192	1
19845	2018-01-28	193	4
9012	2018-01-28	500	5
3903	2018-01-28	460	5
18759	2018-01-28	78	3
17849	2018-01-28	290	1
5425	2018-01-28	193	9
20125	2018-01-28	464	3
13218	2018-01-28	36	1
1873	2018-01-28	91	2
24304	2018-01-28	66	2
1265	2018-01-28	414	2
19706	2018-01-28	406	1
504	2018-01-28	378	2
5763	2018-01-28	411	2
10109	2018-01-28	390	5
2719	2018-01-28	390	16
8823	2018-01-28	21	1
12576	2018-01-28	5	5
22295	2018-01-28	259	6
3417	2018-01-28	481	3
19391	2018-01-28	435	3
1334	2018-01-28	109	2
3661	2018-01-28	101	4
50	2018-01-28	463	4
18624	2018-01-28	490	4
24684	2018-01-28	83	1
5064	2018-01-28	93	4
9101	2018-01-28	281	2
14772	2018-01-28	246	3
21517	2018-01-28	366	2
8583	2018-01-28	401	4
10016	2018-01-28	429	5
8998	2018-01-28	146	4
15425	2018-01-28	219	6
22726	2018-01-28	73	4
7182	2018-01-28	54	4
1666	2018-01-28	436	8
22897	2018-01-28	418	2
18089	2018-01-28	248	6
23986	2018-01-28	217	3
23338	2018-01-28	28	4
12585	2018-01-28	156	1
20555	2018-01-28	398	8
17141	2018-01-28	264	2
15615	2018-01-28	33	4
24286	2018-01-28	215	1
15266	2018-01-27	17	3
11900	2018-01-27	377	1
2274	2018-01-27	479	1
12465	2018-01-27	79	5
2405	2018-01-27	178	4
7768	2018-01-27	422	2
23821	2018-01-27	421	11
18323	2018-01-27	430	3
4951	2018-01-27	116	4
15657	2018-01-27	76	7
22805	2018-01-27	213	1
17836	2018-01-27	92	3
21813	2018-01-27	482	2
3279	2018-01-27	362	1
16379	2018-01-27	390	7
7541	2018-01-27	158	4
4252	2018-01-27	227	8
7910	2018-01-27	144	4
14444	2018-01-27	32	2
11935	2018-01-27	439	1
12405	2018-01-27	173	2
14569	2018-01-27	492	16
20976	2018-01-27	97	3
24958	2018-01-27	455	1
7189	2018-01-27	353	5
18977	2018-01-27	8	1
16592	2018-01-27	25	1
10005	2018-01-27	328	2
15245	2018-01-27	457	1
9655	2018-01-27	55	4
16898	2018-01-27	491	3
6118	2018-01-27	256	1
11326	2018-01-27	475	6
21570	2018-01-27	104	2
16124	2018-01-27	19	5
22679	2018-01-27	228	2
12060	2018-01-27	471	1
16780	2018-01-27	406	2
11369	2018-01-27	177	12
10738	2018-01-27	80	4
19573	2018-01-27	364	17
15437	2018-01-27	61	2
16187	2018-01-27	177	4
18924	2018-01-27	176	2
4072	2018-01-27	221	1
7746	2018-01-27	107	3
18998	2018-01-27	246	2
12031	2018-01-27	207	15
10437	2018-01-26	398	2
707	2018-01-26	33	2
9811	2018-01-26	237	7
19503	2018-01-26	5	1
12047	2018-01-26	262	2
21448	2018-01-26	144	6
13461	2018-01-26	336	7
6978	2018-01-26	144	6
24465	2018-01-26	339	12
5331	2018-01-26	3	5
22975	2018-01-26	459	1
10433	2018-01-26	110	5
24775	2018-01-26	106	1
5767	2018-01-26	183	3
23001	2018-01-26	318	7
1914	2018-01-26	422	5
21553	2018-01-26	191	7
15904	2018-01-26	111	4
7494	2018-01-26	487	3
23964	2018-01-26	349	4
17395	2018-01-26	217	5
22524	2018-01-26	332	1
24375	2018-01-26	163	7
2957	2018-01-26	32	1
2544	2018-01-26	278	3
1266	2018-01-26	468	4
23688	2018-01-26	68	1
3476	2018-01-26	226	3
14304	2018-01-26	418	1
4749	2018-01-26	326	1
15755	2018-01-26	348	2
16045	2018-01-26	116	3
1858	2018-01-26	356	9
8597	2018-01-26	124	6
511	2018-01-26	344	1
13630	2018-01-26	14	5
10192	2018-01-26	159	4
2264	2018-01-26	441	5
12903	2018-01-26	280	2
23224	2018-01-26	420	1
15407	2018-01-26	487	5
18790	2018-01-26	463	1
4964	2018-01-26	286	6
17385	2018-01-26	26	5
1870	2018-01-26	488	2
13216	2018-01-26	210	2
2610	2018-01-26	47	5
8279	2018-01-26	49	2
18988	2018-01-26	28	6
2518	2018-01-26	112	4
13867	2018-01-25	20	3
225	2018-01-25	375	2
172	2018-01-25	356	6
12938	2018-01-25	162	6
9885	2018-01-25	34	6
10630	2018-01-25	208	6
17777	2018-01-25	32	6
14591	2018-01-25	426	6
2116	2018-01-25	94	3
6022	2018-01-25	35	4
137	2018-01-25	62	5
15944	2018-01-25	303	12
19557	2018-01-25	60	4
15620	2018-01-25	228	3
3861	2018-01-25	164	5
3399	2018-01-25	313	6
17615	2018-01-25	486	5
13882	2018-01-25	5	5
14482	2018-01-25	304	1
2280	2018-01-25	203	5
6776	2018-01-25	21	12
15683	2018-01-25	64	4
17859	2018-01-25	262	6
15229	2018-01-25	133	1
14367	2018-01-25	198	2
17268	2018-01-25	145	4
13371	2018-01-25	282	4
19131	2018-01-25	180	1
11105	2018-01-25	88	3
16968	2018-01-24	452	1
1763	2018-01-24	232	5
22872	2018-01-24	149	1
23775	2018-01-24	303	9
23124	2018-01-24	99	1
23663	2018-01-24	341	1
23216	2018-01-24	481	5
13858	2018-01-24	388	2
6765	2018-01-24	399	2
16052	2018-01-24	353	6
22391	2018-01-24	42	6
10639	2018-01-24	133	3
21691	2018-01-24	209	3
1957	2018-01-24	342	7
9059	2018-01-24	489	4
21603	2018-01-24	405	2
22549	2018-01-24	92	3
10861	2018-01-24	455	7
8711	2018-01-24	463	6
23810	2018-01-24	44	5
18780	2018-01-24	406	15
23274	2018-01-24	403	2
21573	2018-01-24	471	5
25279	2018-01-24	20	2
5142	2018-01-24	489	4
22	2018-01-24	88	4
17487	2018-01-24	29	1
3282	2018-01-24	134	2
8431	2018-01-24	446	6
5772	2018-01-24	160	1
7594	2018-01-24	214	3
18804	2018-01-24	168	1
22999	2018-01-23	423	6
3145	2018-01-23	299	3
23715	2018-01-23	153	7
16590	2018-01-23	74	7
7874	2018-01-23	499	7
23141	2018-01-23	411	3
2747	2018-01-23	300	5
24863	2018-01-23	106	1
25198	2018-01-23	415	1
1143	2018-01-23	246	2
18888	2018-01-23	2	6
9707	2018-01-23	472	3
19601	2018-01-23	319	4
1774	2018-01-23	82	4
10701	2018-01-23	451	4
18230	2018-01-23	273	7
4309	2018-01-23	486	3
15063	2018-01-23	309	7
15900	2018-01-23	155	1
18971	2018-01-23	458	5
2542	2018-01-23	424	5
23594	2018-01-23	312	3
16285	2018-01-23	310	5
3645	2018-01-23	159	1
24876	2018-01-23	145	1
13332	2018-01-23	280	5
60	2018-01-23	433	2
8058	2018-01-23	400	15
2348	2018-01-23	273	4
9240	2018-01-23	296	1
17744	2018-01-23	286	3
6641	2018-01-23	103	5
5876	2018-01-23	451	14
24704	2018-01-23	229	36
12498	2018-01-23	25	2
9534	2018-01-23	70	6
10311	2018-01-23	141	3
5174	2018-01-23	467	2
11688	2018-01-23	219	1
9157	2018-01-23	228	1
12765	2018-01-23	66	5
17780	2018-01-23	460	2
22667	2018-01-23	460	2
784	2018-01-23	279	3
9506	2018-01-23	252	8
21243	2018-01-23	104	4
1006	2018-01-23	460	3
21028	2018-01-23	488	1
6021	2018-01-23	265	1
3127	2018-01-23	456	4
6573	2018-01-23	123	3
6920	2018-01-23	27	7
6100	2018-01-23	468	6
8689	2018-01-23	247	3
13898	2018-01-23	37	3
4303	2018-01-23	317	5
5216	2018-01-23	309	1
10236	2018-01-23	327	17
20080	2018-01-23	385	1
23766	2018-01-23	221	3
8613	2018-01-23	293	6
17231	2018-01-23	277	4
12908	2018-01-23	258	1
19142	2018-01-23	476	7
5639	2018-01-23	449	4
4868	2018-01-23	9	8
21456	2018-01-22	126	7
1364	2018-01-22	104	2
13327	2018-01-22	482	6
6393	2018-01-22	109	3
15508	2018-01-22	114	9
740	2018-01-22	400	1
7290	2018-01-22	155	2
1776	2018-01-22	493	10
2187	2018-01-22	468	5
8782	2018-01-22	285	1
18243	2018-01-22	205	1
20662	2018-01-22	220	11
16702	2018-01-22	224	7
8605	2018-01-22	367	6
10406	2018-01-22	296	6
12367	2018-01-22	201	7
1967	2018-01-22	73	5
16735	2018-01-22	433	5
10180	2018-01-22	145	7
13766	2018-01-22	135	7
3615	2018-01-22	138	5
7565	2018-01-22	228	16
2074	2018-01-22	126	7
16625	2018-01-22	1	3
16791	2018-01-22	439	1
20317	2018-01-22	40	4
21272	2018-01-21	125	5
9707	2018-01-21	74	7
18061	2018-01-21	60	7
12610	2018-01-21	245	1
12309	2018-01-21	182	5
17634	2018-01-21	97	4
12271	2018-01-21	199	5
18284	2018-01-21	75	1
3121	2018-01-21	50	1
3739	2018-01-21	87	1
3462	2018-01-21	342	2
9742	2018-01-21	149	1
643	2018-01-21	162	1
18776	2018-01-21	345	5
1961	2018-01-21	264	7
21447	2018-01-21	314	4
23971	2018-01-21	107	5
10146	2018-01-21	458	5
3107	2018-01-21	201	6
4009	2018-01-21	440	1
24403	2018-01-21	296	2
10171	2018-01-21	113	12
2002	2018-01-21	274	1
22639	2018-01-21	213	3
15654	2018-01-21	246	6
16279	2018-01-21	396	2
14513	2018-01-21	201	7
9116	2018-01-21	288	4
599	2018-01-21	349	7
2025	2018-01-21	127	3
6851	2018-01-21	424	3
11526	2018-01-21	421	1
17270	2018-01-21	286	5
451	2018-01-21	323	1
17585	2018-01-21	452	4
13216	2018-01-21	218	4
14090	2018-01-21	452	12
19402	2018-01-21	299	2
19203	2018-01-21	196	2
6649	2018-01-21	403	4
3238	2018-01-21	292	3
13991	2018-01-21	33	2
6168	2018-01-21	500	5
19745	2018-01-21	474	2
11874	2018-01-21	313	6
7536	2018-01-21	401	2
262	2018-01-21	476	3
11260	2018-01-21	132	2
6141	2018-01-21	115	2
15662	2018-01-21	19	1
2913	2018-01-21	318	5
15354	2018-01-21	247	6
7397	2018-01-21	312	6
7707	2018-01-21	31	6
11133	2018-01-21	99	7
4012	2018-01-21	9	1
24394	2018-01-21	249	1
13064	2018-01-21	427	5
10100	2018-01-21	322	5
12581	2018-01-21	274	6
11703	2018-01-21	338	4
3733	2018-01-21	368	1
24104	2018-01-21	258	2
13724	2018-01-21	375	3
16123	2018-01-21	129	3
21588	2018-01-21	330	1
4113	2018-01-21	82	1
10352	2018-01-21	344	1
21720	2018-01-21	125	7
8532	2018-01-21	330	2
552	2018-01-20	470	3
15141	2018-01-20	246	1
16252	2018-01-20	248	5
3401	2018-01-20	239	1
4970	2018-01-20	306	9
23233	2018-01-20	327	5
2020	2018-01-20	235	1
3397	2018-01-20	185	6
24364	2018-01-20	119	3
22683	2018-01-20	394	2
20949	2018-01-20	348	2
10980	2018-01-20	169	5
10397	2018-01-20	170	1
5975	2018-01-20	62	5
20783	2018-01-20	418	7
17271	2018-01-20	458	1
20463	2018-01-20	419	3
1141	2018-01-20	234	3
156	2018-01-20	204	6
844	2018-01-20	467	7
11692	2018-01-20	361	8
24454	2018-01-20	384	6
16359	2018-01-20	346	4
14737	2018-01-20	452	14
20345	2018-01-20	195	2
9995	2018-01-20	307	1
1309	2018-01-19	467	1
4790	2018-01-19	463	5
17933	2018-01-19	333	2
25118	2018-01-19	438	1
18110	2018-01-19	355	3
5879	2018-01-19	18	3
10259	2018-01-19	165	3
18526	2018-01-19	234	6
7373	2018-01-19	126	1
18463	2018-01-19	388	6
11323	2018-01-19	152	4
3491	2018-01-19	37	1
13535	2018-01-19	258	3
11909	2018-01-19	60	7
11631	2018-01-19	451	6
700	2018-01-19	298	3
25055	2018-01-19	278	2
10717	2018-01-19	54	6
22797	2018-01-19	151	4
13443	2018-01-19	340	3
13463	2018-01-19	457	1
22516	2018-01-19	350	4
9777	2018-01-19	114	2
7600	2018-01-19	461	1
1012	2018-01-19	303	5
22998	2018-01-19	394	1
6024	2018-01-19	465	1
23512	2018-01-19	272	5
19697	2018-01-19	267	3
19611	2018-01-19	353	1
11576	2018-01-19	321	1
8000	2018-01-18	346	4
19695	2018-01-18	486	1
10262	2018-01-18	75	7
9642	2018-01-18	409	3
7555	2018-01-18	294	1
22522	2018-01-18	381	6
16299	2018-01-18	343	4
3235	2018-01-18	393	3
545	2018-01-18	90	4
22137	2018-01-18	272	4
19154	2018-01-18	153	2
6908	2018-01-18	158	1
21331	2018-01-18	8	4
20941	2018-01-18	418	4
8821	2018-01-18	27	1
24991	2018-01-18	357	7
5314	2018-01-18	489	8
16305	2018-01-18	238	1
15019	2018-01-18	425	2
12501	2018-01-18	31	2
21970	2018-01-18	329	6
20038	2018-01-18	74	1
1791	2018-01-18	320	7
12606	2018-01-18	443	7
3173	2018-01-18	65	5
6122	2018-01-18	92	6
11866	2018-01-18	315	3
25133	2018-01-18	150	2
1149	2018-01-18	410	4
23306	2018-01-18	411	13
4201	2018-01-18	67	3
21476	2018-01-18	498	2
16305	2018-01-18	32	19
2804	2018-01-18	47	1
4700	2018-01-18	330	25
7910	2018-01-18	376	5
13656	2018-01-18	354	1
10985	2018-01-18	285	1
13194	2018-01-18	408	5
24997	2018-01-18	377	4
1214	2018-01-18	314	5
20691	2018-01-18	303	4
22611	2018-01-18	182	1
18938	2018-01-18	168	4
10128	2018-01-18	418	5
191	2018-01-18	449	2
1587	2018-01-18	447	4
19733	2018-01-18	103	2
7845	2018-01-18	266	4
13153	2018-01-17	494	4
12657	2018-01-17	315	3
16189	2018-01-17	273	1
12905	2018-01-17	421	4
13912	2018-01-17	156	3
12271	2018-01-17	39	3
820	2018-01-17	44	5
1431	2018-01-17	220	2
14629	2018-01-17	180	5
8137	2018-01-17	203	17
3257	2018-01-17	275	3
6862	2018-01-17	164	3
4248	2018-01-17	118	6
20362	2018-01-17	341	5
12367	2018-01-17	168	3
5187	2018-01-17	78	1
17354	2018-01-17	489	6
10042	2018-01-17	76	4
9023	2018-01-17	207	5
10103	2018-01-17	445	3
17250	2018-01-17	176	3
20472	2018-01-17	476	6
24874	2018-01-17	15	6
3122	2018-01-17	112	5
10512	2018-01-17	60	1
2284	2018-01-17	471	2
17689	2018-01-17	284	5
333	2018-01-17	392	5
14699	2018-01-17	258	12
24502	2018-01-17	84	1
7364	2018-01-17	101	15
11833	2018-01-17	455	3
11531	2018-01-17	38	6
11257	2018-01-17	199	4
25157	2018-01-17	360	1
23109	2018-01-17	379	5
838	2018-01-17	370	1
18665	2018-01-17	78	8
5649	2018-01-17	332	4
256	2018-01-17	258	3
19697	2018-01-17	233	3
24196	2018-01-17	55	7
8654	2018-01-17	259	5
11270	2018-01-17	435	5
8578	2018-01-17	456	3
9502	2018-01-17	211	18
20612	2018-01-17	325	2
23614	2018-01-17	462	5
3736	2018-01-17	347	6
1047	2018-01-17	2	5
5137	2018-01-17	317	9
12169	2018-01-17	396	2
10013	2018-01-17	242	10
9628	2018-01-16	95	5
584	2018-01-16	421	3
24480	2018-01-16	58	7
8992	2018-01-16	336	5
14406	2018-01-16	325	1
23265	2018-01-16	489	7
15704	2018-01-16	26	3
1271	2018-01-16	186	4
6132	2018-01-16	430	3
7681	2018-01-16	138	4
844	2018-01-16	260	7
10301	2018-01-16	79	8
217	2018-01-16	168	2
16289	2018-01-16	210	1
18281	2018-01-16	50	1
2550	2018-01-16	249	12
11724	2018-01-16	355	4
19250	2018-01-16	335	7
22360	2018-01-16	72	1
17205	2018-01-16	192	1
10916	2018-01-16	494	7
11989	2018-01-16	208	1
23831	2018-01-16	93	1
11710	2018-01-16	63	4
17070	2018-01-16	405	1
15189	2018-01-16	58	5
5758	2018-01-16	383	4
17220	2018-01-16	463	4
2976	2018-01-16	72	6
11180	2018-01-16	112	5
7186	2018-01-16	179	1
15872	2018-01-16	206	5
20587	2018-01-16	137	1
20717	2018-01-16	347	16
202	2018-01-16	337	3
13331	2018-01-16	166	5
7051	2018-01-16	318	11
151	2018-01-16	140	1
18244	2018-01-16	271	1
25295	2018-01-16	108	1
936	2018-01-16	92	1
13573	2018-01-16	318	4
6711	2018-01-16	151	1
6428	2018-01-16	480	5
11019	2018-01-16	53	5
1786	2018-01-16	176	6
9951	2018-01-16	95	1
21388	2018-01-16	344	4
20583	2018-01-16	22	2
6893	2018-01-16	156	3
9579	2018-01-16	460	7
15145	2018-01-16	446	27
18315	2018-01-16	422	4
14310	2018-01-16	403	3
19775	2018-01-16	390	2
11022	2018-01-16	154	14
19819	2018-01-16	247	9
6927	2018-01-15	251	1
23424	2018-01-15	206	7
15744	2018-01-15	195	3
1104	2018-01-15	108	2
19091	2018-01-15	381	5
15583	2018-01-15	445	4
23257	2018-01-15	53	1
23995	2018-01-15	305	5
13412	2018-01-15	1	3
11747	2018-01-15	91	5
20935	2018-01-15	315	1
10918	2018-01-15	189	1
8697	2018-01-15	455	5
6895	2018-01-15	91	4
20990	2018-01-15	159	2
780	2018-01-15	348	1
14512	2018-01-15	205	1
5934	2018-01-15	230	3
14458	2018-01-15	290	2
20477	2018-01-15	334	3
24585	2018-01-15	401	3
21272	2018-01-15	88	1
1518	2018-01-15	292	1
23410	2018-01-15	179	1
9026	2018-01-15	270	5
3119	2018-01-15	290	2
17668	2018-01-15	171	6
15441	2018-01-15	175	5
9644	2018-01-15	7	1
16752	2018-01-15	121	5
2652	2018-01-15	465	1
22476	2018-01-15	260	1
4217	2018-01-15	392	11
22412	2018-01-15	126	5
16956	2018-01-15	37	2
