PID,store_number,business_date,quantity
3463,321,2018/2/2,5
3081,254,2018/2/1,5
18047,232,2018/2/1,4
18089,422,2018/2/1,2
1616,248,2018/2/1,6
22451,240,2018/2/1,1
19706,196,2018/2/1,5
2095,477,2018/2/1,5
20225,170,2018/2/1,2
7105,410,2018/2/1,5
495,7,2018/2/1,1
7750,27,2018/2/1,1
16567,120,2018/2/1,1
3090,58,2018/2/1,1
22768,285,2018/2/1,3
22919,372,2018/2/1,23
24703,322,2018/2/1,6
12471,331,2018/2/1,7
15727,134,2018/2/1,5
8123,4,2018/2/1,13
23955,205,2018/2/1,6
13995,11,2018/2/1,1
9583,293,2018/2/1,6
8724,116,2018/2/1,3
9163,384,2018/2/1,1
10375,67,2018/2/1,6
22727,2,2018/2/1,6
21509,199,2018/2/1,3
21942,389,2018/2/1,2
21256,372,2018/2/1,2
22318,55,2018/2/1,9
21147,293,2018/2/1,3
12004,478,2018/2/1,3
14103,350,2018/2/1,6
22687,336,2018/2/1,6
22316,364,2018/2/1,4
18925,93,2018/2/1,4
2357,282,2018/2/1,4
24430,49,2018/2/1,1
15507,339,2018/2/1,2
10158,233,2018/2/1,3
3575,213,2018/2/1,1
8418,102,2018/2/1,2
593,115,2018/2/1,1
22802,279,2018/2/1,1
2707,215,2018/2/1,5
16913,414,2018/2/1,9
8388,273,2018/2/1,5
10498,250,2018/2/1,5
1087,334,2018/2/1,9
1158,236,2018/2/1,5
5932,350,2018/2/1,2
12293,256,2018/2/1,1
10826,387,2018/2/1,3
5651,386,2018/2/1,1
22774,368,2018/2/1,1
21452,490,2018/2/1,1
14564,356,2018/2/1,1
20274,379,2018/2/1,3
17509,6,2018/2/1,1
21853,171,2018/2/1,2
15596,301,2018/2/1,2
2772,241,2018/2/1,4
19652,6,2018/2/1,2
19667,152,2018/2/1,4
7851,270,2018/2/1,1
9629,76,2018/2/1,3
2259,391,2018/2/1,4
15003,315,2018/2/1,1
10173,98,2018/1/31,5
19265,14,2018/1/31,19
16029,261,2018/1/31,29
4519,163,2018/1/31,14
17811,224,2018/1/31,5
7891,326,2018/1/31,1
3362,182,2018/1/31,3
20064,257,2018/1/31,4
9943,341,2018/1/31,1
22509,250,2018/1/31,5
16510,422,2018/1/31,6
5763,22,2018/1/31,4
10444,102,2018/1/31,7
9336,410,2018/1/31,3
20707,307,2018/1/31,6
25185,256,2018/1/31,1
18702,89,2018/1/31,1
11719,261,2018/1/31,5
22023,267,2018/1/31,6
21409,127,2018/1/31,5
1325,490,2018/1/31,4
9192,51,2018/1/31,12
953,226,2018/1/31,4
21581,257,2018/1/31,1
17435,66,2018/1/31,3
8337,472,2018/1/31,1
3359,145,2018/1/31,5
3744,481,2018/1/31,2
21983,421,2018/1/31,7
5918,424,2018/1/31,6
17337,180,2018/1/31,3
23701,484,2018/1/31,1
17835,416,2018/1/31,17
19155,243,2018/1/31,1
18514,21,2018/1/31,3
23503,294,2018/1/31,4
3338,86,2018/1/31,18
4962,413,2018/1/31,4
14656,276,2018/1/31,4
4557,475,2018/1/31,1
23899,68,2018/1/30,6
2153,245,2018/1/30,1
378,321,2018/1/30,6
23012,80,2018/1/30,2
364,496,2018/1/30,3
19710,463,2018/1/30,33
17097,120,2018/1/30,4
20117,219,2018/1/30,3
20292,133,2018/1/30,11
20604,341,2018/1/30,3
5461,3,2018/1/30,1
15425,161,2018/1/30,5
18063,455,2018/1/30,3
21833,190,2018/1/30,2
13913,183,2018/1/30,3
22497,389,2018/1/30,5
12489,377,2018/1/30,7
13773,233,2018/1/30,5
2678,17,2018/1/30,1
24430,212,2018/1/30,1
9505,475,2018/1/30,1
260,145,2018/1/30,5
11752,91,2018/1/30,7
2107,236,2018/1/30,7
390,95,2018/1/30,4
19150,188,2018/1/30,4
25242,160,2018/1/30,3
15792,473,2018/1/30,1
10521,43,2018/1/30,5
16789,303,2018/1/30,5
13590,307,2018/1/30,6
20,112,2018/1/30,4
19213,181,2018/1/30,3
21044,287,2018/1/30,7
18891,270,2018/1/30,2
22179,320,2018/1/30,5
8769,20,2018/1/30,2
20905,331,2018/1/30,6
15797,265,2018/1/30,4
14179,51,2018/1/30,2
2176,498,2018/1/30,9
8183,135,2018/1/30,4
3691,168,2018/1/30,1
23766,26,2018/1/30,8
3508,492,2018/1/30,4
16790,12,2018/1/30,5
20235,222,2018/1/30,13
20061,134,2018/1/30,3
4804,94,2018/1/30,5
18288,186,2018/1/30,4
13123,472,2018/1/30,4
14439,455,2018/1/30,1
3824,352,2018/1/30,2
15271,167,2018/1/30,1
5904,122,2018/1/30,4
8684,110,2018/1/30,1
1598,30,2018/1/30,1
17276,325,2018/1/30,18
8097,86,2018/1/30,2
1733,315,2018/1/30,2
15332,40,2018/1/30,10
9898,356,2018/1/30,8
2348,414,2018/1/30,6
7608,238,2018/1/29,3
13983,204,2018/1/29,6
21437,241,2018/1/29,7
2280,471,2018/1/29,6
13984,186,2018/1/29,3
4512,21,2018/1/29,5
17077,335,2018/1/29,1
15332,232,2018/1/29,37
3429,40,2018/1/29,2
13996,270,2018/1/29,1
19736,404,2018/1/29,1
16976,18,2018/1/29,3
20637,231,2018/1/29,1
1458,47,2018/1/29,9
19768,196,2018/1/29,12
2827,454,2018/1/29,3
11924,32,2018/1/29,9
22959,276,2018/1/29,6
8876,402,2018/1/29,1
18685,105,2018/1/29,6
13617,393,2018/1/29,6
22486,467,2018/1/29,1
18104,104,2018/1/29,4
1389,43,2018/1/29,6
19130,203,2018/1/29,1
17011,334,2018/1/29,5
12269,314,2018/1/29,2
20997,156,2018/1/29,2
8246,17,2018/1/29,5
1653,249,2018/1/29,7
19887,478,2018/1/29,2
21204,330,2018/1/29,1
24412,460,2018/1/29,4
25114,401,2018/1/29,3
5197,214,2018/1/29,3
8558,500,2018/1/29,5
17139,170,2018/1/29,1
1654,111,2018/1/28,6
16958,174,2018/1/28,3
11044,337,2018/1/28,1
906,339,2018/1/28,3
20594,36,2018/1/28,8
18205,126,2018/1/28,6
16810,329,2018/1/28,1
2530,48,2018/1/28,1
7871,11,2018/1/28,3
10293,352,2018/1/28,5
5887,439,2018/1/28,1
8000,377,2018/1/28,5
3120,32,2018/1/28,8
1005,316,2018/1/28,5
984,143,2018/1/28,1
20906,192,2018/1/28,1
19845,193,2018/1/28,4
9012,500,2018/1/28,5
3903,460,2018/1/28,5
18759,78,2018/1/28,3
17849,290,2018/1/28,1
5425,193,2018/1/28,9
20125,464,2018/1/28,3
13218,36,2018/1/28,1
1873,91,2018/1/28,2
24304,66,2018/1/28,2
1265,414,2018/1/28,2
19706,406,2018/1/28,1
504,378,2018/1/28,2
5763,411,2018/1/28,2
10109,390,2018/1/28,5
2719,390,2018/1/28,16
8823,21,2018/1/28,1
12576,5,2018/1/28,5
22295,259,2018/1/28,6
3417,481,2018/1/28,3
19391,435,2018/1/28,3
1334,109,2018/1/28,2
3661,101,2018/1/28,4
50,463,2018/1/28,4
18624,490,2018/1/28,4
24684,83,2018/1/28,1
5064,93,2018/1/28,4
9101,281,2018/1/28,2
14772,246,2018/1/28,3
21517,366,2018/1/28,2
8583,401,2018/1/28,4
10016,429,2018/1/28,5
8998,146,2018/1/28,4
15425,219,2018/1/28,6
22726,73,2018/1/28,4
7182,54,2018/1/28,4
1666,436,2018/1/28,8
22897,418,2018/1/28,2
18089,248,2018/1/28,6
23986,217,2018/1/28,3
23338,28,2018/1/28,4
12585,156,2018/1/28,1
20555,398,2018/1/28,8
17141,264,2018/1/28,2
15615,33,2018/1/28,4
24286,215,2018/1/28,1
15266,17,2018/1/27,3
11900,377,2018/1/27,1
2274,479,2018/1/27,1
12465,79,2018/1/27,5
2405,178,2018/1/27,4
7768,422,2018/1/27,2
23821,421,2018/1/27,11
18323,430,2018/1/27,3
4951,116,2018/1/27,4
15657,76,2018/1/27,7
22805,213,2018/1/27,1
17836,92,2018/1/27,3
21813,482,2018/1/27,2
3279,362,2018/1/27,1
16379,390,2018/1/27,7
7541,158,2018/1/27,4
4252,227,2018/1/27,8
7910,144,2018/1/27,4
14444,32,2018/1/27,2
11935,439,2018/1/27,1
12405,173,2018/1/27,2
14569,492,2018/1/27,16
20976,97,2018/1/27,3
24958,455,2018/1/27,1
7189,353,2018/1/27,5
18977,8,2018/1/27,1
16592,25,2018/1/27,1
10005,328,2018/1/27,2
15245,457,2018/1/27,1
9655,55,2018/1/27,4
16898,491,2018/1/27,3
6118,256,2018/1/27,1
11326,475,2018/1/27,6
21570,104,2018/1/27,2
16124,19,2018/1/27,5
22679,228,2018/1/27,2
12060,471,2018/1/27,1
16780,406,2018/1/27,2
11369,177,2018/1/27,12
10738,80,2018/1/27,4
19573,364,2018/1/27,17
15437,61,2018/1/27,2
16187,177,2018/1/27,4
18924,176,2018/1/27,2
4072,221,2018/1/27,1
7746,107,2018/1/27,3
18998,246,2018/1/27,2
12031,207,2018/1/27,15
10437,398,2018/1/26,2
707,33,2018/1/26,2
9811,237,2018/1/26,7
19503,5,2018/1/26,1
12047,262,2018/1/26,2
21448,144,2018/1/26,6
13461,336,2018/1/26,7
6978,144,2018/1/26,6
24465,339,2018/1/26,12
5331,3,2018/1/26,5
22975,459,2018/1/26,1
10433,110,2018/1/26,5
24775,106,2018/1/26,1
5767,183,2018/1/26,3
23001,318,2018/1/26,7
1914,422,2018/1/26,5
21553,191,2018/1/26,7
15904,111,2018/1/26,4
7494,487,2018/1/26,3
23964,349,2018/1/26,4
17395,217,2018/1/26,5
22524,332,2018/1/26,1
24375,163,2018/1/26,7
2957,32,2018/1/26,1
2544,278,2018/1/26,3
1266,468,2018/1/26,4
23688,68,2018/1/26,1
3476,226,2018/1/26,3
14304,418,2018/1/26,1
4749,326,2018/1/26,1
15755,348,2018/1/26,2
16045,116,2018/1/26,3
1858,356,2018/1/26,9
8597,124,2018/1/26,6
511,344,2018/1/26,1
13630,14,2018/1/26,5
10192,159,2018/1/26,4
2264,441,2018/1/26,5
12903,280,2018/1/26,2
23224,420,2018/1/26,1
15407,487,2018/1/26,5
18790,463,2018/1/26,1
4964,286,2018/1/26,6
17385,26,2018/1/26,5
1870,488,2018/1/26,2
13216,210,2018/1/26,2
2610,47,2018/1/26,5
8279,49,2018/1/26,2
18988,28,2018/1/26,6
2518,112,2018/1/26,4
13867,20,2018/1/25,3
225,375,2018/1/25,2
172,356,2018/1/25,6
12938,162,2018/1/25,6
9885,34,2018/1/25,6
10630,208,2018/1/25,6
17777,32,2018/1/25,6
14591,426,2018/1/25,6
2116,94,2018/1/25,3
6022,35,2018/1/25,4
137,62,2018/1/25,5
15944,303,2018/1/25,12
19557,60,2018/1/25,4
15620,228,2018/1/25,3
3861,164,2018/1/25,5
3399,313,2018/1/25,6
17615,486,2018/1/25,5
13882,5,2018/1/25,5
14482,304,2018/1/25,1
2280,203,2018/1/25,5
6776,21,2018/1/25,12
15683,64,2018/1/25,4
17859,262,2018/1/25,6
15229,133,2018/1/25,1
14367,198,2018/1/25,2
17268,145,2018/1/25,4
13371,282,2018/1/25,4
19131,180,2018/1/25,1
11105,88,2018/1/25,3
16968,452,2018/1/24,1
1763,232,2018/1/24,5
22872,149,2018/1/24,1
23775,303,2018/1/24,9
23124,99,2018/1/24,1
23663,341,2018/1/24,1
23216,481,2018/1/24,5
13858,388,2018/1/24,2
6765,399,2018/1/24,2
16052,353,2018/1/24,6
22391,42,2018/1/24,6
10639,133,2018/1/24,3
21691,209,2018/1/24,3
1957,342,2018/1/24,7
9059,489,2018/1/24,4
21603,405,2018/1/24,2
22549,92,2018/1/24,3
10861,455,2018/1/24,7
8711,463,2018/1/24,6
23810,44,2018/1/24,5
18780,406,2018/1/24,15
23274,403,2018/1/24,2
21573,471,2018/1/24,5
25279,20,2018/1/24,2
5142,489,2018/1/24,4
22,88,2018/1/24,4
17487,29,2018/1/24,1
3282,134,2018/1/24,2
8431,446,2018/1/24,6
5772,160,2018/1/24,1
7594,214,2018/1/24,3
18804,168,2018/1/24,1
22999,423,2018/1/23,6
3145,299,2018/1/23,3
23715,153,2018/1/23,7
16590,74,2018/1/23,7
7874,499,2018/1/23,7
23141,411,2018/1/23,3
2747,300,2018/1/23,5
24863,106,2018/1/23,1
25198,415,2018/1/23,1
1143,246,2018/1/23,2
18888,2,2018/1/23,6
9707,472,2018/1/23,3
19601,319,2018/1/23,4
1774,82,2018/1/23,4
10701,451,2018/1/23,4
18230,273,2018/1/23,7
4309,486,2018/1/23,3
15063,309,2018/1/23,7
15900,155,2018/1/23,1
18971,458,2018/1/23,5
2542,424,2018/1/23,5
23594,312,2018/1/23,3
16285,310,2018/1/23,5
3645,159,2018/1/23,1
24876,145,2018/1/23,1
13332,280,2018/1/23,5
60,433,2018/1/23,2
8058,400,2018/1/23,15
2348,273,2018/1/23,4
9240,296,2018/1/23,1
17744,286,2018/1/23,3
6641,103,2018/1/23,5
5876,451,2018/1/23,14
24704,229,2018/1/23,36
12498,25,2018/1/23,2
9534,70,2018/1/23,6
10311,141,2018/1/23,3
5174,467,2018/1/23,2
11688,219,2018/1/23,1
9157,228,2018/1/23,1
12765,66,2018/1/23,5
17780,460,2018/1/23,2
22667,460,2018/1/23,2
784,279,2018/1/23,3
9506,252,2018/1/23,8
21243,104,2018/1/23,4
1006,460,2018/1/23,3
21028,488,2018/1/23,1
6021,265,2018/1/23,1
3127,456,2018/1/23,4
6573,123,2018/1/23,3
6920,27,2018/1/23,7
6100,468,2018/1/23,6
8689,247,2018/1/23,3
13898,37,2018/1/23,3
4303,317,2018/1/23,5
5216,309,2018/1/23,1
10236,327,2018/1/23,17
20080,385,2018/1/23,1
23766,221,2018/1/23,3
8613,293,2018/1/23,6
17231,277,2018/1/23,4
12908,258,2018/1/23,1
19142,476,2018/1/23,7
5639,449,2018/1/23,4
4868,9,2018/1/23,8
21456,126,2018/1/22,7
1364,104,2018/1/22,2
13327,482,2018/1/22,6
6393,109,2018/1/22,3
15508,114,2018/1/22,9
740,400,2018/1/22,1
7290,155,2018/1/22,2
1776,493,2018/1/22,10
2187,468,2018/1/22,5
8782,285,2018/1/22,1
18243,205,2018/1/22,1
20662,220,2018/1/22,11
16702,224,2018/1/22,7
8605,367,2018/1/22,6
10406,296,2018/1/22,6
12367,201,2018/1/22,7
1967,73,2018/1/22,5
16735,433,2018/1/22,5
10180,145,2018/1/22,7
13766,135,2018/1/22,7
3615,138,2018/1/22,5
7565,228,2018/1/22,16
2074,126,2018/1/22,7
16625,1,2018/1/22,3
16791,439,2018/1/22,1
20317,40,2018/1/22,4
21272,125,2018/1/21,5
9707,74,2018/1/21,7
18061,60,2018/1/21,7
12610,245,2018/1/21,1
12309,182,2018/1/21,5
17634,97,2018/1/21,4
12271,199,2018/1/21,5
18284,75,2018/1/21,1
3121,50,2018/1/21,1
3739,87,2018/1/21,1
3462,342,2018/1/21,2
9742,149,2018/1/21,1
643,162,2018/1/21,1
18776,345,2018/1/21,5
1961,264,2018/1/21,7
21447,314,2018/1/21,4
23971,107,2018/1/21,5
10146,458,2018/1/21,5
3107,201,2018/1/21,6
4009,440,2018/1/21,1
24403,296,2018/1/21,2
10171,113,2018/1/21,12
2002,274,2018/1/21,1
22639,213,2018/1/21,3
15654,246,2018/1/21,6
16279,396,2018/1/21,2
14513,201,2018/1/21,7
9116,288,2018/1/21,4
599,349,2018/1/21,7
2025,127,2018/1/21,3
6851,424,2018/1/21,3
11526,421,2018/1/21,1
17270,286,2018/1/21,5
451,323,2018/1/21,1
17585,452,2018/1/21,4
13216,218,2018/1/21,4
14090,452,2018/1/21,12
19402,299,2018/1/21,2
19203,196,2018/1/21,2
6649,403,2018/1/21,4
3238,292,2018/1/21,3
13991,33,2018/1/21,2
6168,500,2018/1/21,5
19745,474,2018/1/21,2
11874,313,2018/1/21,6
7536,401,2018/1/21,2
262,476,2018/1/21,3
11260,132,2018/1/21,2
6141,115,2018/1/21,2
15662,19,2018/1/21,1
2913,318,2018/1/21,5
15354,247,2018/1/21,6
7397,312,2018/1/21,6
7707,31,2018/1/21,6
11133,99,2018/1/21,7
4012,9,2018/1/21,1
24394,249,2018/1/21,1
13064,427,2018/1/21,5
10100,322,2018/1/21,5
12581,274,2018/1/21,6
11703,338,2018/1/21,4
3733,368,2018/1/21,1
24104,258,2018/1/21,2
13724,375,2018/1/21,3
16123,129,2018/1/21,3
21588,330,2018/1/21,1
4113,82,2018/1/21,1
10352,344,2018/1/21,1
21720,125,2018/1/21,7
8532,330,2018/1/21,2
552,470,2018/1/20,3
15141,246,2018/1/20,1
16252,248,2018/1/20,5
3401,239,2018/1/20,1
4970,306,2018/1/20,9
23233,327,2018/1/20,5
2020,235,2018/1/20,1
3397,185,2018/1/20,6
24364,119,2018/1/20,3
22683,394,2018/1/20,2
20949,348,2018/1/20,2
10980,169,2018/1/20,5
10397,170,2018/1/20,1
5975,62,2018/1/20,5
20783,418,2018/1/20,7
17271,458,2018/1/20,1
20463,419,2018/1/20,3
1141,234,2018/1/20,3
156,204,2018/1/20,6
844,467,2018/1/20,7
11692,361,2018/1/20,8
24454,384,2018/1/20,6
16359,346,2018/1/20,4
14737,452,2018/1/20,14
20345,195,2018/1/20,2
9995,307,2018/1/20,1
1309,467,2018/1/19,1
4790,463,2018/1/19,5
17933,333,2018/1/19,2
25118,438,2018/1/19,1
18110,355,2018/1/19,3
5879,18,2018/1/19,3
10259,165,2018/1/19,3
18526,234,2018/1/19,6
7373,126,2018/1/19,1
18463,388,2018/1/19,6
11323,152,2018/1/19,4
3491,37,2018/1/19,1
13535,258,2018/1/19,3
11909,60,2018/1/19,7
11631,451,2018/1/19,6
700,298,2018/1/19,3
25055,278,2018/1/19,2
10717,54,2018/1/19,6
22797,151,2018/1/19,4
13443,340,2018/1/19,3
13463,457,2018/1/19,1
22516,350,2018/1/19,4
9777,114,2018/1/19,2
7600,461,2018/1/19,1
1012,303,2018/1/19,5
22998,394,2018/1/19,1
6024,465,2018/1/19,1
23512,272,2018/1/19,5
19697,267,2018/1/19,3
19611,353,2018/1/19,1
11576,321,2018/1/19,1
8000,346,2018/1/18,4
19695,486,2018/1/18,1
10262,75,2018/1/18,7
9642,409,2018/1/18,3
7555,294,2018/1/18,1
22522,381,2018/1/18,6
16299,343,2018/1/18,4
3235,393,2018/1/18,3
545,90,2018/1/18,4
22137,272,2018/1/18,4
19154,153,2018/1/18,2
6908,158,2018/1/18,1
21331,8,2018/1/18,4
20941,418,2018/1/18,4
8821,27,2018/1/18,1
24991,357,2018/1/18,7
5314,489,2018/1/18,8
16305,238,2018/1/18,1
15019,425,2018/1/18,2
12501,31,2018/1/18,2
21970,329,2018/1/18,6
20038,74,2018/1/18,1
1791,320,2018/1/18,7
12606,443,2018/1/18,7
3173,65,2018/1/18,5
6122,92,2018/1/18,6
11866,315,2018/1/18,3
25133,150,2018/1/18,2
1149,410,2018/1/18,4
23306,411,2018/1/18,13
4201,67,2018/1/18,3
21476,498,2018/1/18,2
16305,32,2018/1/18,19
2804,47,2018/1/18,1
4700,330,2018/1/18,25
7910,376,2018/1/18,5
13656,354,2018/1/18,1
10985,285,2018/1/18,1
13194,408,2018/1/18,5
24997,377,2018/1/18,4
1214,314,2018/1/18,5
20691,303,2018/1/18,4
22611,182,2018/1/18,1
18938,168,2018/1/18,4
10128,418,2018/1/18,5
191,449,2018/1/18,2
1587,447,2018/1/18,4
19733,103,2018/1/18,2
7845,266,2018/1/18,4
13153,494,2018/1/17,4
12657,315,2018/1/17,3
16189,273,2018/1/17,1
12905,421,2018/1/17,4
13912,156,2018/1/17,3
12271,39,2018/1/17,3
820,44,2018/1/17,5
1431,220,2018/1/17,2
14629,180,2018/1/17,5
8137,203,2018/1/17,17
3257,275,2018/1/17,3
6862,164,2018/1/17,3
4248,118,2018/1/17,6
20362,341,2018/1/17,5
12367,168,2018/1/17,3
5187,78,2018/1/17,1
17354,489,2018/1/17,6
10042,76,2018/1/17,4
9023,207,2018/1/17,5
10103,445,2018/1/17,3
17250,176,2018/1/17,3
20472,476,2018/1/17,6
24874,15,2018/1/17,6
3122,112,2018/1/17,5
10512,60,2018/1/17,1
2284,471,2018/1/17,2
17689,284,2018/1/17,5
333,392,2018/1/17,5
14699,258,2018/1/17,12
24502,84,2018/1/17,1
7364,101,2018/1/17,15
11833,455,2018/1/17,3
11531,38,2018/1/17,6
11257,199,2018/1/17,4
25157,360,2018/1/17,1
23109,379,2018/1/17,5
838,370,2018/1/17,1
18665,78,2018/1/17,8
5649,332,2018/1/17,4
256,258,2018/1/17,3
19697,233,2018/1/17,3
24196,55,2018/1/17,7
8654,259,2018/1/17,5
11270,435,2018/1/17,5
8578,456,2018/1/17,3
9502,211,2018/1/17,18
20612,325,2018/1/17,2
23614,462,2018/1/17,5
3736,347,2018/1/17,6
1047,2,2018/1/17,5
5137,317,2018/1/17,9
12169,396,2018/1/17,2
10013,242,2018/1/17,10
9628,95,2018/1/16,5
584,421,2018/1/16,3
24480,58,2018/1/16,7
8992,336,2018/1/16,5
14406,325,2018/1/16,1
23265,489,2018/1/16,7
15704,26,2018/1/16,3
1271,186,2018/1/16,4
6132,430,2018/1/16,3
7681,138,2018/1/16,4
844,260,2018/1/16,7
10301,79,2018/1/16,8
217,168,2018/1/16,2
16289,210,2018/1/16,1
18281,50,2018/1/16,1
2550,249,2018/1/16,12
11724,355,2018/1/16,4
19250,335,2018/1/16,7
22360,72,2018/1/16,1
17205,192,2018/1/16,1
10916,494,2018/1/16,7
11989,208,2018/1/16,1
23831,93,2018/1/16,1
11710,63,2018/1/16,4
17070,405,2018/1/16,1
15189,58,2018/1/16,5
5758,383,2018/1/16,4
17220,463,2018/1/16,4
2976,72,2018/1/16,6
11180,112,2018/1/16,5
7186,179,2018/1/16,1
15872,206,2018/1/16,5
20587,137,2018/1/16,1
20717,347,2018/1/16,16
202,337,2018/1/16,3
13331,166,2018/1/16,5
7051,318,2018/1/16,11
151,140,2018/1/16,1
18244,271,2018/1/16,1
25295,108,2018/1/16,1
936,92,2018/1/16,1
13573,318,2018/1/16,4
6711,151,2018/1/16,1
6428,480,2018/1/16,5
11019,53,2018/1/16,5
1786,176,2018/1/16,6
9951,95,2018/1/16,1
21388,344,2018/1/16,4
20583,22,2018/1/16,2
6893,156,2018/1/16,3
9579,460,2018/1/16,7
15145,446,2018/1/16,27
18315,422,2018/1/16,4
14310,403,2018/1/16,3
19775,390,2018/1/16,2
11022,154,2018/1/16,14
19819,247,2018/1/16,9
6927,251,2018/1/15,1
23424,206,2018/1/15,7
15744,195,2018/1/15,3
1104,108,2018/1/15,2
19091,381,2018/1/15,5
15583,445,2018/1/15,4
23257,53,2018/1/15,1
23995,305,2018/1/15,5
13412,1,2018/1/15,3
11747,91,2018/1/15,5
20935,315,2018/1/15,1
10918,189,2018/1/15,1
8697,455,2018/1/15,5
6895,91,2018/1/15,4
20990,159,2018/1/15,2
780,348,2018/1/15,1
14512,205,2018/1/15,1
5934,230,2018/1/15,3
14458,290,2018/1/15,2
20477,334,2018/1/15,3
24585,401,2018/1/15,3
21272,88,2018/1/15,1
1518,292,2018/1/15,1
23410,179,2018/1/15,1
9026,270,2018/1/15,5
3119,290,2018/1/15,2
17668,171,2018/1/15,6
15441,175,2018/1/15,5
9644,7,2018/1/15,1
16752,121,2018/1/15,5
2652,465,2018/1/15,1
22476,260,2018/1/15,1
4217,392,2018/1/15,11
22412,126,2018/1/15,5
16956,37,2018/1/15,2
5633,21,2018/1/15,2
2064,368,2018/1/15,2
13630,25,2018/1/15,6
10345,343,2018/1/15,1
5224,69,2018/1/15,1
9535,228,2018/1/15,5
17244,49,2018/1/15,6
7290,392,2018/1/15,2
21710,481,2018/1/15,4
24901,265,2018/1/15,2
16976,428,2018/1/15,4
16720,225,2018/1/14,4
1399,304,2018/1/14,5
24606,220,2018/1/14,6
7885,151,2018/1/14,5
21481,423,2018/1/14,27
3519,287,2018/1/14,2
22273,126,2018/1/14,5
23139,499,2018/1/14,5
18680,23,2018/1/14,3
18581,42,2018/1/14,3
14410,36,2018/1/14,5
21103,352,2018/1/14,4
7299,372,2018/1/14,4
15412,235,2018/1/14,5
12032,350,2018/1/14,2
11761,384,2018/1/14,7
11284,490,2018/1/14,2
3039,299,2018/1/14,1
23206,160,2018/1/14,3
18591,76,2018/1/14,13
4701,385,2018/1/14,9
23395,319,2018/1/14,7
216,329,2018/1/14,1
19164,463,2018/1/14,1
8024,418,2018/1/14,3
22864,184,2018/1/14,1
24702,302,2018/1/14,3
1621,395,2018/1/14,4
22279,311,2018/1/14,9
5283,208,2018/1/14,1
16591,232,2018/1/14,2
22995,458,2018/1/14,1
14174,382,2018/1/14,7
3019,4,2018/1/14,5
5567,18,2018/1/14,6
21341,332,2018/1/14,7
2985,226,2018/1/14,2
6317,237,2018/1/14,1
11984,372,2018/1/13,3
10345,475,2018/1/13,4
7041,421,2018/1/13,6
14653,100,2018/1/13,35
14482,153,2018/1/13,1
8142,493,2018/1/13,3
20278,92,2018/1/13,5
6946,416,2018/1/13,6
13062,371,2018/1/13,3
25256,319,2018/1/13,1
13237,78,2018/1/13,4
14106,374,2018/1/13,5
13781,140,2018/1/13,4
18201,482,2018/1/13,5
421,463,2018/1/13,1
13771,226,2018/1/13,2
13956,360,2018/1/13,2
4559,65,2018/1/13,1
24542,370,2018/1/13,1
3419,402,2018/1/13,1
2002,370,2018/1/13,4
10907,337,2018/1/13,4
17180,328,2018/1/13,7
12912,479,2018/1/13,5
8773,331,2018/1/13,3
18978,307,2018/1/13,7
14674,287,2018/1/13,6
6259,95,2018/1/13,13
18679,5,2018/1/13,12
16972,439,2018/1/13,1
4758,123,2018/1/13,6
12415,181,2018/1/13,7
12925,62,2018/1/13,6
18170,399,2018/1/13,4
15346,7,2018/1/13,16
3286,303,2018/1/13,1
3742,245,2018/1/13,6
13898,230,2018/1/13,1
11047,285,2018/1/13,5
21163,123,2018/1/13,2
22447,474,2018/1/13,3
13325,176,2018/1/13,6
8250,423,2018/1/13,5
1588,97,2018/1/13,6
8441,78,2018/1/13,4
9165,391,2018/1/13,3
8526,490,2018/1/13,2
1237,385,2018/1/13,1
23388,229,2018/1/13,4
7873,63,2018/1/13,1
14679,25,2018/1/13,2
5885,415,2018/1/13,3
22767,368,2018/1/13,1
13535,282,2018/1/13,4
15690,316,2018/1/13,1
23575,432,2018/1/13,5
3694,376,2018/1/13,2
7725,66,2018/1/13,4
9548,408,2018/1/13,1
8674,372,2018/1/13,18
2459,304,2018/1/13,5
7440,85,2018/1/13,4
453,407,2018/1/13,2
6810,421,2018/1/13,1
6196,31,2018/1/13,7
10643,297,2018/1/13,1
16670,33,2018/1/13,6
25180,186,2018/1/13,3
439,498,2018/1/13,3
1892,437,2018/1/13,5
22491,297,2018/1/13,5
5624,296,2018/1/12,4
16,1,2018/1/12,3
23439,213,2018/1/12,1
20702,394,2018/1/12,1
8060,56,2018/1/12,3
24423,459,2018/1/12,7
18332,46,2018/1/12,2
12720,377,2018/1/12,5
6120,231,2018/1/12,1
18923,107,2018/1/12,5
19652,496,2018/1/12,6
6931,80,2018/1/12,4
22012,212,2018/1/12,3
7697,184,2018/1/12,8
9396,440,2018/1/12,6
17280,394,2018/1/12,1
16549,214,2018/1/12,6
11865,459,2018/1/12,4
8531,400,2018/1/12,1
15527,23,2018/1/12,5
9311,455,2018/1/12,1
21266,34,2018/1/12,2
14199,112,2018/1/12,3
17116,414,2018/1/12,3
13212,409,2018/1/12,4
4955,369,2018/1/12,5
17575,395,2018/1/12,7
10862,83,2018/1/12,2
1823,391,2018/1/12,5
24148,367,2018/1/12,2
3871,384,2018/1/12,1
5046,234,2018/1/12,4
5719,449,2018/1/12,2
22775,27,2018/1/12,6
14106,43,2018/1/12,2
15331,467,2018/1/12,3
5834,55,2018/1/12,12
18383,77,2018/1/12,4
5787,248,2018/1/12,4
